time[us],volt(fsr)[v],signal,signal frequency[Hz]
69239077,0,0,1000
69239437,0,0,1000
69239797,0,0,1000
69240158,0,0,1000
69240518,0,0,1000
69240879,0,0,1000
69241239,0,0,1000
69241599,0,0,1000
69241960,0,0,1000
69242320,0,0,1000
69242680,0,0,1000
69243041,0,0,1000
69243401,0,0,1000
69243762,0,0,1000
69244122,0,0,1000
69244482,0,0,1000
69244843,0,0,1000
69245203,0,0,1000
69245563,0,0,1000
69245924,0,0,1000
69246284,0,0,1000
69246645,0,0,1000
69247006,0,0,1000
69247365,0,0,1000
69247726,0,0,1000
69248086,0,0,1000
69248447,0,0,1000
69248807,0,0,1000
69249167,0,0,1000
69249528,0,0,1000
69249888,0,0,1000
69250248,0,0,1000
69250609,0,0,1000
69250969,0,0,1000
69251330,0,0,1000
69251690,0,0,1000
69252050,0,0,1000
69252411,0,0,1000
69252771,0,0,1000
69253131,0,0,1000
69253492,0,0,1000
69253852,0,0,1000
69254213,0,0,1000
69254573,0,0,1000
69254933,0,0,1000
69255294,0,0,1000
69255654,0,0,1000
69256016,0,0,1000
69256375,0,0,1000
69256735,0,0,1000
69257096,0,0,1000
69257456,0,0,1000
69257816,0,0,1000
69258177,0,0,1000
69258537,0,0,1000
69258898,0,0,1000
69259258,0,0,1000
69259618,0,0,1000
69259979,0,0,1000
69260339,0,0,1000
69260699,0,0,1000
69261060,0,0,1000
69261420,0,0,1000
69261781,0,0,1000
69262141,0,0,1000
69262501,0,0,1000
69262862,0,0,1000
69263222,0,0,1000
69263583,0,0,1000
69263943,0,0,1000
69264303,0,0,1000
69264664,0,0,1000
69265024,0,0,1000
69265384,0,0,1000
69265745,0,0,1000
69266105,0,0,1000
69266466,0,0,1000
69266826,0,0,1000
69267186,0,0,1000
69267547,0,0,1000
69267907,0,0,1000
69268267,0,0,1000
69268628,0,0,1000
69268988,0,0,1000
69269349,0,0,1000
69269709,0,0,1000
69270069,0,0,1000
69270430,0,0,1000
69270790,0,0,1000
69271151,0,0,1000
69271511,0,0,1000
69271871,0,0,1000
69272232,0,0,1000
69272592,0,0,1000
69272952,0,0,1000
69273312,0,0,1000
69273671,0,0,1000
69274031,0,0,1000
69274392,0,0,1000
69274752,0,0,1000
69275113,0,0,1000
69275473,0,0,1000
69275833,0,0,1000
69276194,0,0,1000
69276554,0,0,1000
69276915,0,0,1000
69277275,0,0,1000
69277635,0,0,1000
69277996,0,0,1000
69278356,0,0,1000
69278716,0,0,1000
69279077,0,0,1000
69279436,0,0,1000
69279795,0,0,1000
69280156,0,0,1000
69280516,0,0,1000
69280877,0,0,1000
69281237,0,0,1000
69281597,0,0,1000
69281958,0,0,1000
69282318,0,0,1000
69282679,0,0,1000
69283039,0,0,1000
69283399,0,0,1000
69283760,0,0,1000
69284120,0,0,1000
69284480,0,0,1000
69284841,0,0,1000
69285201,0,0,1000
69285562,0,0,1000
69285922,0,0,1000
69286282,0,0,1000
69286643,0,0,1000
69287004,0,0,1000
69287363,0,0,1000
69287724,0,0,1000
69288084,0,0,1000
69288445,0,0,1000
69288805,0,0,1000
69289165,0,0,1000
69289526,0,0,1000
69289886,0,0,1000
69290247,0,0,1000
69290607,0,0,1000
69290967,0,0,1000
69291328,0,0,1000
69291687,0,0,1000
69292046,0,0,1000
69292407,0,0,1000
69292767,0,0,1000
69293127,0,0,1000
69293488,0,0,1000
69293848,0,0,1000
69294209,0,0,1000
69294569,0,0,1000
69294929,0,0,1000
69295290,0,0,1000
69295650,0,0,1000
69296012,0,0,1000
69296371,0,0,1000
69296731,0,0,1000
69297092,0,0,1000
69297452,0,0,1000
69297812,0,0,1000
69298171,0,0,1000
69298531,0,0,1000
69298891,0,0,1000
69299252,0,0,1000
69299612,0,0,1000
69299973,0,0,1000
69300333,0,0,1000
69300693,0,0,1000
69301054,0,0,1000
69301414,0,0,1000
69301775,0,0,1000
69302135,0,0,1000
69302495,0,0,1000
69302856,0,0,1000
69303216,0,0,1000
69303576,0,0,1000
69303937,0,0,1000
69304297,0,0,1000
69304658,0,0,1000
69305018,0,0,1000
69305378,0,0,1000
69305739,0,0,1000
69306099,0,0,1000
69306459,0,0,1000
69306820,0,0,1000
69307180,0,0,1000
69307541,0,0,1000
69307901,0,0,1000
69308261,0,0,1000
69308622,0,0,1000
69308982,0,0,1000
69309343,0,0,1000
69309703,0,0,1000
69310063,0,0,1000
69310424,0,0,1000
69310784,0,0,1000
69311144,0,0,1000
69311505,0,0,1000
69311865,0,0,1000
69312226,0,0,1000
69312586,0,0,1000
69312946,0,0,1000
69313307,0,0,1000
69313667,0,0,1000
69314027,0,0,1000
69314388,0,0,1000
69314748,0,0,1000
69315109,0,0,1000
69315469,0,0,1000
69315829,0,0,1000
69316190,0,0,1000
69316550,0,0,1000
69316911,0,0,1000
69317271,0,0,1000
69317631,0,0,1000
69317992,0,0,1000
69318352,0,0,1000
69318712,0,0,1000
69319073,0,0,1000
69319433,0,0,1000
69319794,0,0,1000
69320154,0,0,1000
69320514,0,0,1000
69320875,0,0,1000
69321235,0,0,1000
69321595,0,0,1000
69321956,0,0,1000
69322316,0,0,1000
69322677,0,0,1000
69323037,0,0,1000
69323397,0,0,1000
69323758,0,0,1000
69324118,0,0,1000
69324479,0,0,1000
69324839,0,0,1000
69325199,0,0,1000
69325560,0,0,1000
69325920,0,0,1000
69326280,0,0,1000
69326641,0,0,1000
69327002,0,0,1000
69327362,0,0,1000
69327722,0,0,1000
69328082,0,0,1000
69328443,0,0,1000
69328803,0,0,1000
69329163,0,0,1000
69329524,0,0,1000
69329884,0,0,1000
69330245,0,0,1000
69330605,0,0,1000
69330965,0,0,1000
69331326,0,0,1000
69331686,0,0,1000
69332047,0,0,1000
69332407,0,0,1000
69332767,0,0,1000
69333128,0,0,1000
69333488,0,0,1000
69333848,0,0,1000
69334209,0,0,1000
69334569,0,0,1000
69334930,0,0,1000
69335290,0,0,1000
69335650,0,0,1000
69336013,0,0,1000
69336373,0,0,1000
69336734,0,0,1000
69337094,0,0,1000
69337454,0,0,1000
69337815,0,0,1000
69338175,0,0,1000
69338535,0,0,1000
69338896,0,0,1000
69339256,0,0,1000
69339617,0,0,1000
69339977,0,0,1000
69340337,0,0,1000
69340698,0,0,1000
69341058,0,0,1000
69341419,0,0,1000
69341779,0,0,1000
69342139,0,0,1000
69342500,0,0,1000
69342860,0,0,1000
69343220,0,0,1000
69343581,0,0,1000
69343941,0,0,1000
69344302,0,0,1000
69344662,0,0,1000
69345022,0,0,1000
69345383,0,0,1000
69345743,0,0,1000
69346103,0,0,1000
69346464,0,0,1000
69346824,0,0,1000
69347185,0,0,1000
69347545,0,0,1000
69347905,0,0,1000
69348266,0,0,1000
69348626,0,0,1000
69348987,0,0,1000
69349347,0,0,1000
69349707,0,0,1000
69350068,0,0,1000
69350428,0,0,1000
69350788,0,0,1000
69351149,0,0,1000
69351509,0,0,1000
69351870,0,0,1000
69352230,0,0,1000
69352590,0,0,1000
69352951,0,0,1000
69353311,0,0,1000
69353671,0,0,1000
69354032,0,0,1000
69354392,0,0,1000
69354753,0,0,1000
69355113,0,0,1000
69355473,0,0,1000
69355834,0,0,1000
69356194,0,0,1000
69356555,0,0,1000
69356915,0,0,1000
69357275,0,0,1000
69357636,0,0,1000
69357996,0,0,1000
69358356,0,0,1000
69358717,0,0,1000
69359077,0,0,1000
69359437,0,0,1000
69359796,0,0,1000
69360156,0,0,1000
69360517,0,0,1000
69360877,0,0,1000
69361237,0,0,1000
69361598,0,0,1000
69361958,0,0,1000
69362319,0,0,1000
69362679,0,0,1000
69363039,0,0,1000
69363400,0,0,1000
69363760,0,0,1000
69364120,0,0,1000
69364481,0,0,1000
69364841,0,0,1000
69365202,0,0,1000
69365562,0,0,1000
69365922,0,0,1000
69366283,0,0,1000
69366643,0,0,1000
69367005,0,0,1000
69367364,0,0,1000
69367724,0,0,1000
69368085,0,0,1000
69368445,0,0,1000
69368805,0,0,1000
69369166,0,0,1000
69369526,0,0,1000
69369886,0,0,1000
69370247,0,0,1000
69370607,0,0,1000
69370968,0,0,1000
69371328,0,0,1000
69371688,0,0,1000
69372049,0,0,1000
69372409,0,0,1000
69372770,0,0,1000
69373130,0,0,1000
69373490,0,0,1000
69373851,0,0,1000
69374211,0,0,1000
69374571,0,0,1000
69374932,0,0,1000
69375292,0,0,1000
69375653,0,0,1000
69376014,0,0,1000
69376373,0,0,1000
69376734,0,0,1000
69377094,0,0,1000
69377455,0,0,1000
69377815,0,0,1000
69378175,0,0,1000
69378536,0,0,1000
69378896,0,0,1000
69379256,0,0,1000
69379617,0,0,1000
69379977,0,0,1000
69380338,0,0,1000
69380698,0,0,1000
69381058,0,0,1000
69381419,0,0,1000
69381779,0,0,1000
69382139,0,0,1000
69382500,0,0,1000
69382860,0,0,1000
69383221,0,0,1000
69383581,0,0,1000
69383941,0,0,1000
69384302,0,0,1000
69384662,0,0,1000
69385023,0,0,1000
69385383,0,0,1000
69385743,0,0,1000
69386104,0,0,1000
69386464,0,0,1000
69386824,0,0,1000
69387185,0,0,1000
69387545,0,0,1000
69387906,0,0,1000
69388266,0,0,1000
69388626,0,0,1000
69388987,0,0,1000
69389347,0,0,1000
69389707,0,0,1000
69390068,0,0,1000
69390428,0,0,1000
69390789,0,0,1000
69391149,0,0,1000
69391509,0,0,1000
69391870,0,0,1000
69392230,0,0,1000
69392590,0,0,1000
69392951,0,0,1000
69393311,0,0,1000
69393672,0,0,1000
69394032,0,0,1000
69394392,0,0,1000
69394753,0,0,1000
69395113,0,0,1000
69395474,0,0,1000
69395834,0,0,1000
69396194,0,0,1000
69396555,0,0,1000
69396915,0,0,1000
69397275,0,0,1000
69397636,0,0,1000
69397996,0,0,1000
69398357,0,0,1000
69398717,0,0,1000
69399077,0,0,1000
69399437,0,0,1000
69399796,0,0,1000
69400156,0,0,1000
69400517,0,0,1000
69400877,0,0,1000
69401238,0,0,1000
69401598,0,0,1000
69401958,0,0,1000
69402319,0,0,1000
69402679,0,0,1000
69403039,0,0,1000
69403400,0,0,1000
69403760,0,0,1000
69404121,0,0,1000
69404481,0,0,1000
69404841,0,0,1000
69405202,0,0,1000
69405561,0,0,1000
69405920,0,0,1000
69406281,0,0,1000
69406641,0,0,1000
69407003,0,0,1000
69407362,0,0,1000
69407722,0,0,1000
69408083,0,0,1000
69408443,0,0,1000
69408803,0,0,1000
69409164,0,0,1000
69409524,0,0,1000
69409885,0,0,1000
69410245,0,0,1000
69410605,0,0,1000
69410966,0,0,1000
69411326,0,0,1000
69411687,0,0,1000
69412047,0,0,1000
69412407,0,0,1000
69412768,0,0,1000
69413128,0,0,1000
69413488,0,0,1000
69413849,0,0,1000
69414209,0,0,1000
69414570,0,0,1000
69414930,0,0,1000
69415290,0,0,1000
69415651,0,0,1000
69416012,0,0,1000
69416371,0,0,1000
69416732,0,0,1000
69417092,0,0,1000
69417453,0,0,1000
69417812,0,0,1000
69418171,0,0,1000
69418532,0,0,1000
69418892,0,0,1000
69419252,0,0,1000
69419613,0,0,1000
69419973,0,0,1000
69420334,0,0,1000
69420694,0,0,1000
69421054,0,0,1000
69421415,0,0,1000
69421775,0,0,1000
69422135,0,0,1000
69422496,0,0,1000
69422856,0,0,1000
69423217,0,0,1000
69423577,0,0,1000
69423936,0,0,1000
69424296,0,0,1000
69424656,0,0,1000
69425016,0,0,1000
69425377,0,0,1000
69425737,0,0,1000
69426098,0,0,1000
69426458,0,0,1000
69426818,0,0,1000
69427179,0,0,1000
69427539,0,0,1000
69427899,0,0,1000
69428260,0,0,1000
69428620,0,0,1000
69428981,0,0,1000
69429341,0,0,1000
69429701,0,0,1000
69430062,0,0,1000
69430422,0,0,1000
69430783,0,0,1000
69431143,0,0,1000
69431503,0,0,1000
69431864,0,0,1000
69432224,0,0,1000
69432584,0,0,1000
69432945,0,0,1000
69433305,0,0,1000
69433666,0,0,1000
69434026,0,0,1000
69434386,0,0,1000
69434747,0,0,1000
69435107,0,0,1000
69435467,0,0,1000
69435828,0,0,1000
69436188,0,0,1000
69436549,0,0,1000
69436909,0,0,1000
69437269,0,0,1000
69437630,0,0,1000
69437990,0,0,1000
69438351,0,0,1000
69438711,0,0,1000
69439071,0,0,1000
69439432,0,0,1000
69439792,0,0,1000
69440152,0,0,1000
69440513,0,0,1000
69440873,0,0,1000
69441234,0,0,1000
69441594,0,0,1000
69441954,0,0,1000
69442315,0,0,1000
69442675,0,0,1000
69443035,0,0,1000
69443396,0,0,1000
69443756,0,0,1000
69444117,0,0,1000
69444477,0,0,1000
69444837,0,0,1000
69445198,0,0,1000
69445558,0,0,1000
69445919,0,0,1000
69446279,0,0,1000
69446639,0,0,1000
69447001,0,0,1000
69447360,0,0,1000
69447720,0,0,1000
69448081,0,0,1000
69448441,0,0,1000
69448802,0,0,1000
69449162,0,0,1000
69449522,0,0,1000
69449883,0,0,1000
69450243,0,0,1000
69450603,0,0,1000
69450964,0,0,1000
69451324,0,0,1000
69451685,0,0,1000
69452045,0,0,1000
69452405,0,0,1000
69452766,0,0,1000
69453126,0,0,1000
69453486,0,0,1000
69453847,0,0,1000
69454207,0,0,1000
69454568,0,0,1000
69454928,0,0,1000
69455288,0,0,1000
69455649,0,0,1000
69456010,0,0,1000
69456370,0,0,1000
69456730,0,0,1000
69457090,0,0,1000
69457451,0,0,1000
69457811,0,0,1000
69458171,0,0,1000
69458532,0,0,1000
69458892,0,0,1000
69459253,0,0,1000
69459613,0,0,1000
69459973,0,0,1000
69460334,0,0,1000
69460694,0,0,1000
69461055,0,0,1000
69461415,0,0,1000
69461775,0,0,1000
69462136,0,0,1000
69462496,0,0,1000
69462856,0,0,1000
69463217,0,0,1000
69463577,0,0,1000
69463937,0,0,1000
69464296,0,0,1000
69464656,0,0,1000
69465017,0,0,1000
69465377,0,0,1000
69465737,0,0,1000
69466098,0,0,1000
69466458,0,0,1000
69466819,0,0,1000
69467179,0,0,1000
69467539,0,0,1000
69467900,0,0,1000
69468260,0,0,1000
69468620,0,0,1000
69468981,0,0,1000
69469341,0,0,1000
69469702,0,0,1000
69470062,0,0,1000
69470422,0,0,1000
69470783,0,0,1000
69471143,0,0,1000
69471503,0,0,1000
69471864,0,0,1000
69472224,0,0,1000
69472585,0,0,1000
69472945,0,0,1000
69473305,0,0,1000
69473666,0,0,1000
69474026,0,0,1000
69474387,0,0,1000
69474747,0,0,1000
69475107,0,0,1000
69475468,0,0,1000
69475828,0,0,1000
69476188,0,0,1000
69476549,0,0,1000
69476909,0,0,1000
69477270,0,0,1000
69477630,0,0,1000
69477990,0,0,1000
69478351,0,0,1000
69478711,0,0,1000
69479071,0,0,1000
69479432,0,0,1000
69479792,0,0,1000
69480153,0,0,1000
69480513,0,0,1000
69480873,0,0,1000
69481234,0,0,1000
69481594,0,0,1000
69481955,0,0,1000
69482315,0,0,1000
69482675,0,0,1000
69483036,0,0,1000
69483396,0,0,1000
69483756,0,0,1000
69484117,0,0,1000
69484477,0,0,1000
69484838,0,0,1000
69485198,0,0,1000
69485558,0,0,1000
69485919,0,0,1000
69486279,0,0,1000
69486639,0,0,1000
69487001,0,0,1000
69487360,0,0,1000
69487721,0,0,1000
69488081,0,0,1000
69488441,0,0,1000
69488802,0,0,1000
69489162,0,0,1000
69489522,0,0,1000
69489883,0,0,1000
69490243,0,0,1000
69490604,0,0,1000
69490964,0,0,1000
69491324,0,0,1000
69491685,0,0,1000
69492045,0,0,1000
69492406,0,0,1000
69492766,0,0,1000
69493126,0,0,1000
69493487,0,0,1000
69493847,0,0,1000
69494207,0,0,1000
69494568,0,0,1000
69494928,0,0,1000
69495289,0,0,1000
69495649,0,0,1000
69496011,0,0,1000
69496370,0,0,1000
69496730,0,0,1000
69497091,0,0,1000
69497451,0,0,1000
69497811,0,0,1000
69498172,0,0,1000
69498532,0,0,1000
69498892,0,0,1000
69499253,0,0,1000
69499613,0,0,1000
69499974,0,0,1000
69500334,0,0,1000
69500694,0,0,1000
69501055,0,0,1000
69501415,0,0,1000
69501775,0,0,1000
69502136,0,0,1000
69502496,0,0,1000
69502857,0,0,1000
69503217,0,0,1000
69503577,0,0,1000
69503937,0,0,1000
69504296,0,0,1000
69504656,0,0,1000
69505017,0,0,1000
69505377,0,0,1000
69505738,0,0,1000
69506098,0,0,1000
69506458,0,0,1000
69506819,0,0,1000
69507179,0,0,1000
69507539,0,0,1000
69507900,0,0,1000
69508260,0,0,1000
69508621,0,0,1000
69508981,0,0,1000
69509341,0,0,1000
69509702,0,0,1000
69510061,0,0,1000
69510420,0,0,1000
69510781,0,0,1000
69511141,0,0,1000
69511502,0,0,1000
69511862,0,0,1000
69512222,0,0,1000
69512583,0,0,1000
69512943,0,0,1000
69513303,0,0,1000
69513664,0,0,1000
69514024,0,0,1000
69514385,0,0,1000
69514745,0,0,1000
69515105,0,0,1000
69515466,0,0,1000
69515826,0,0,1000
69516187,0,0,1000
69516547,0,0,1000
69516907,0,0,1000
69517268,0,0,1000
69517628,0,0,1000
69517988,0,0,1000
69518349,0,0,1000
69518709,0,0,1000
69519070,0,0,1000
69519430,0,0,1000
69519790,0,0,1000
69520151,0,0,1000
69520511,0,0,1000
69520871,0,0,1000
69521232,0,0,1000
69521592,0,0,1000
69521953,0,0,1000
69522312,0,0,1000
69522671,0,0,1000
69523032,0,0,1000
69523392,0,0,1000
69523752,0,0,1000
69524113,0,0,1000
69524473,0,0,1000
69524834,0,0,1000
69525194,0,0,1000
69525554,0,0,1000
69525915,0,0,1000
69526275,0,0,1000
69526635,0,0,1000
69526996,0,0,1000
69527356,0,0,1000
69527717,0,0,1000
69528077,0,0,1000
69528437,0,0,1000
69528796,0,0,1000
69529156,0,0,1000
69529516,0,0,1000
69529877,0,0,1000
69530237,0,0,1000
69530598,0,0,1000
69530958,0,0,1000
69531318,0,0,1000
69531679,0,0,1000
69532039,0,0,1000
69532399,0,0,1000
69532760,0,0,1000
69533120,0,0,1000
69533481,0,0,1000
69533841,0,0,1000
69534201,0,0,1000
69534562,0,0,1000
69534922,0,0,1000
69535283,0,0,1000
69535643,0,0,1000
69536004,0,0,1000
69536364,0,0,1000
69536724,0,0,1000
69537084,0,0,1000
69537445,0,0,1000
69537805,0,0,1000
69538166,0,0,1000
69538526,0,0,1000
69538886,0,0,1000
69539247,0,0,1000
69539607,0,0,1000
69539967,0,0,1000
69540328,0,0,1000
69540688,0,0,1000
69541049,0,0,1000
69541409,0,0,1000
69541769,0,0,1000
69542130,0,0,1000
69542490,0,0,1000
69542851,0,0,1000
69543211,0,0,1000
69543571,0,0,1000
69543932,0,0,1000
69544292,0,0,1000
69544652,0,0,1000
69545014,0,0,1000
69545373,0,0,1000
69545734,0,0,1000
69546094,0,0,1000
69546454,0,0,1000
69546815,0,0,1000
69547175,0,0,1000
69547535,0,0,1000
69547896,0,0,1000
69548256,0,0,1000
69548617,0,0,1000
69548977,0,0,1000
69549337,0,0,1000
69549698,0,0,1000
69550058,0,0,1000
69550418,0,0,1000
69550779,0,0,1000
69551139,0,0,1000
69551500,0,0,1000
69551860,0,0,1000
69552220,0,0,1000
69552581,0,0,1000
69552941,0,0,1000
69553302,0,0,1000
69553662,0,0,1000
69554022,0,0,1000
69554383,0,0,1000
69554743,0,0,1000
69555103,0,0,1000
69555464,0,0,1000
69555824,0,0,1000
69556185,0,0,1000
69556545,0,0,1000
69556905,0,0,1000
69557266,0,0,1000
69557626,0,0,1000
69557987,0,0,1000
69558347,0,0,1000
69558707,0,0,1000
69559068,0,0,1000
69559428,0,0,1000
69559788,0,0,1000
69560149,0,0,1000
69560509,0,0,1000
69560870,0,0,1000
69561230,0,0,1000
69561590,0,0,1000
69561951,0,0,1000
69562311,0,0,1000
69562671,0,0,1000
69563032,0,0,1000
69563392,0,0,1000
69563753,0,0,1000
69564113,0,0,1000
69564473,0,0,1000
69564834,0,0,1000
69565194,0,0,1000
69565554,0,0,1000
69565915,0,0,1000
69566275,0,0,1000
69566636,0,0,1000
69566996,0,0,1000
69567356,0,0,1000
69567717,0,0,1000
69568077,0,0,1000
69568437,0,0,1000
69568796,0,0,1000
69569156,0,0,1000
69569517,0,0,1000
69569877,0,0,1000
69570237,0,0,1000
69570598,0,0,1000
69570958,0,0,1000
69571319,0,0,1000
69571679,0,0,1000
69572039,0,0,1000
69572400,0,0,1000
69572760,0,0,1000
69573120,0,0,1000
69573481,0,0,1000
69573841,0,0,1000
69574202,0,0,1000
69574562,0,0,1000
69574922,0,0,1000
69575283,0,0,1000
69575643,0,0,1000
69576005,0,0,1000
69576364,0,0,1000
69576724,0,0,1000
69577085,0,0,1000
69577445,0,0,1000
69577805,0,0,1000
69578166,0,0,1000
69578526,0,0,1000
69578887,0,0,1000
69579247,0,0,1000
69579607,0,0,1000
69579968,0,0,1000
69580328,0,0,1000
69580688,0,0,1000
69581049,0,0,1000
69581409,0,0,1000
69581770,0,0,1000
69582130,0,0,1000
69582490,0,0,1000
69582851,0,0,1000
69583211,0,0,1000
69583571,0,0,1000
69583932,0,0,1000
69584292,0,0,1000
69584653,0,0,1000
69585014,0,0,1000
69585373,0,0,1000
69585734,0,0,1000
69586094,0,0,1000
69586455,0,0,1000
69586815,0,0,1000
69587175,0,0,1000
69587536,0,0,1000
69587896,0,0,1000
69588256,0,0,1000
69588617,0,0,1000
69588977,0,0,1000
69589338,0,0,1000
69589698,0,0,1000
69590058,0,0,1000
69590419,0,0,1000
69590779,0,0,1000
69591139,0,0,1000
69591500,0,0,1000
69591860,0,0,1000
69592221,0,0,1000
69592581,0,0,1000
69592941,0,0,1000
69593302,0,0,1000
69593662,0,0,1000
69594023,0,0,1000
69594383,0,0,1000
69594743,0,0,1000
69595104,0,0,1000
69595464,0,0,1000
69595824,0,0,1000
69596185,0,0,1000
69596545,0,0,1000
69596906,0,0,1000
69597266,0,0,1000
69597626,0,0,1000
69597987,0,0,1000
69598347,0,0,1000
69598707,0,0,1000
69599068,0,0,1000
69599428,0,0,1000
69599789,0,0,1000
69600149,0,0,1000
69600509,0,0,1000
69600870,0,0,1000
69601230,0,0,1000
69601591,0,0,1000
69601951,0,0,1000
69602311,0,0,1000
69602672,0,0,1000
69603032,0,0,1000
69603392,0,0,1000
69603753,0,0,1000
69604113,0,0,1000
69604474,0,0,1000
69604834,0,0,1000
69605194,0,0,1000
69605555,0,0,1000
69605915,0,0,1000
69606275,0,0,1000
69606636,0,0,1000
69606996,0,0,1000
69607357,0,0,1000
69607717,0,0,1000
69608077,0,0,1000
69608437,0,0,1000
69608796,0,0,1000
69609156,0,0,1000
69609517,0,0,1000
69609877,0,0,1000
69610238,0,0,1000
69610598,0,0,1000
69610958,0,0,1000
69611319,0,0,1000
69611679,0,0,1000
69612040,0,0,1000
69612400,0,0,1000
69612760,0,0,1000
69613121,0,0,1000
69613481,0,0,1000
69613841,0,0,1000
69614202,0,0,1000
69614561,0,0,1000
69614920,0,0,1000
69615281,0,0,1000
69615641,0,0,1000
69616003,0,0,1000
69616362,0,0,1000
69616722,0,0,1000
69617083,0,0,1000
69617443,0,0,1000
69617803,0,0,1000
69618164,0,0,1000
69618524,0,0,1000
69618885,0,0,1000
69619245,0,0,1000
69619605,0,0,1000
69619966,0,0,1000
69620326,0,0,1000
69620686,0,0,1000
69621047,0,0,1000
69621407,0,0,1000
69621768,0,0,1000
69622128,0,0,1000
69622488,0,0,1000
69622849,0,0,1000
69623209,0,0,1000
69623570,0,0,1000
69623930,0,0,1000
69624290,0,0,1000
69624651,0,0,1000
69625012,0,0,1000
69625371,0,0,1000
69625732,0,0,1000
69626092,0,0,1000
69626453,0,0,1000
69626812,0,0,1000
69627171,0,0,1000
69627532,0,0,1000
69627892,0,0,1000
69628252,0,0,1000
69628613,0,0,1000
69628973,0,0,1000
69629334,0,0,1000
69629694,0,0,1000
69630054,0,0,1000
69630415,0,0,1000
69630775,0,0,1000
69631135,0,0,1000
69631496,0,0,1000
69631856,0,0,1000
69632217,0,0,1000
69632577,0,0,1000
69632937,0,0,1000
69633296,0,0,1000
69633656,0,0,1000
69634016,0,0,1000
69634377,0,0,1000
69634737,0,0,1000
69635098,0,0,1000
69635458,0,0,1000
69635818,0,0,1000
69636179,0,0,1000
69636539,0,0,1000
69636899,0,0,1000
69637260,0,0,1000
69637620,0,0,1000
69637981,0,0,1000
69638341,0,0,1000
69638701,0,0,1000
69639062,0,0,1000
69639422,0,0,1000
69639783,0,0,1000
69640143,0,0,1000
69640503,0,0,1000
69640864,0,0,1000
69641224,0,0,1000
69641584,0,0,1000
69641945,0,0,1000
69642305,0,0,1000
69642666,0,0,1000
69643026,0,0,1000
69643386,0,0,1000
69643747,0,0,1000
69644107,0,0,1000
69644467,0,0,1000
69644828,0,0,1000
69645188,0,0,1000
69645549,0,0,1000
69645909,0,0,1000
69646269,0,0,1000
69646630,0,0,1000
69646990,0,0,1000
69647351,0,0,1000
69647711,0,0,1000
69648071,0,0,1000
69648432,0,0,1000
69648792,0,0,1000
69649152,0,0,1000
69649513,0,0,1000
69649873,0,0,1000
69650234,0,0,1000
69650594,0,0,1000
69650954,0,0,1000
69651315,0,0,1000
69651675,0,0,1000
69652035,0,0,1000
69652396,0,0,1000
69652756,0,0,1000
69653117,0,0,1000
69653477,0,0,1000
69653837,0,0,1000
69654198,0,0,1000
69654558,0,0,1000
69654919,0,0,1000
69655279,0,0,1000
69655639,0,0,1000
69656001,0,0,1000
69656360,0,0,1000
69656720,0,0,1000
69657081,0,0,1000
69657441,0,0,1000
69657802,0,0,1000
69658162,0,0,1000
69658522,0,0,1000
69658883,0,0,1000
69659243,0,0,1000
69659603,0,0,1000
69659964,0,0,1000
69660324,0,0,1000
69660685,0,0,1000
69661045,0,0,1000
69661405,0,0,1000
69661766,0,0,1000
69662126,0,0,1000
69662487,0,0,1000
69662847,0,0,1000
69663207,0,0,1000
69663568,0,0,1000
69663928,0,0,1000
69664288,0,0,1000
69664649,0,0,1000
69665010,0,0,1000
69665370,0,0,1000
69665730,0,0,1000
69666090,0,0,1000
69666451,0,0,1000
69666811,0,0,1000
69667171,0,0,1000
69667532,0,0,1000
69667892,0,0,1000
69668253,0,0,1000
69668613,0,0,1000
69668973,0,0,1000
69669334,0,0,1000
69669694,0,0,1000
69670055,0,0,1000
69670415,0,0,1000
69670775,0,0,1000
69671136,0,0,1000
69671496,0,0,1000
69671856,0,0,1000
69672217,0,0,1000
69672577,0,0,1000
69672937,0,0,1000
69673296,0,0,1000
69673656,0,0,1000
69674017,0,0,1000
69674377,0,0,1000
69674737,0,0,1000
69675098,0,0,1000
69675458,0,0,1000
69675819,0,0,1000
69676179,0,0,1000
69676539,0,0,1000
69676900,0,0,1000
69677260,0,0,1000
69677620,0,0,1000
69677981,0,0,1000
69678341,0,0,1000
69678702,0,0,1000
69679062,0,0,1000
69679422,0,0,1000
69679783,0,0,1000
69680143,0,0,1000
69680503,0,0,1000
69680864,0,0,1000
69681224,0,0,1000
69681585,0,0,1000
69681945,0,0,1000
69682305,0,0,1000
69682666,0,0,1000
69683026,0,0,1000
69683387,0,0,1000
69683747,0,0,1000
69684107,0,0,1000
69684468,0,0,1000
69684828,0,0,1000
69685188,0,0,1000
69685549,0,0,1000
69685909,0,0,1000
69686270,0,0,1000
69686630,0,0,1000
69686990,0,0,1000
69687351,0,0,1000
69687711,0,0,1000
69688071,0,0,1000
69688432,0,0,1000
69688792,0,0,1000
69689153,0,0,1000
69689513,0,0,1000
69689873,0,0,1000
69690234,0,0,1000
69690594,0,0,1000
69690955,0,0,1000
69691315,0,0,1000
69691675,0,0,1000
69692036,0,0,1000
69692396,0,0,1000
69692756,0,0,1000
69693117,0,0,1000
69693476,0,1,1000
69693845,0,1,1000
69694207,0,1,1000
69694570,0,1,1000
69694932,0,1,1000
69695295,0,1,1000
69695657,0,1,1000
69696020,0,1,1000
69696382,0,1,1000
